,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66
DMS 273,-1.5265822,-0.046425164,1.4121922,0.5756049,1.258333,0.12763864,-0.7787502,1.6299078,1.217149,0.34179777,0.84803903,-0.5096121,0.630075,0.5519565,-1.4181824,0.64238155,-0.17732477,1.2430209,2.1926396,-0.1126501,-4.271899,2.303814,3.321392,-1.629114,-1.4839978,0.6147752,0.67156184,1.9306163,-0.65300345,4.1465063,1.0043794,-1.6920092,0.3841732,-0.9418739,1.5805047,1.1846225,1.218085,-0.7385967,0.4198534,0.3474465,-1.752518,0.8671461,0.65526307,1.7778323,-1.4190189,3.8776078,1.0441732,-1.1007004,0.9130091,0.5645387,-1.3743434,0.011622876,0.17552254,5.062849,-0.09975152,0.9114357,-0.045684665,-1.7336038,0.58152497,0.68829155,-3.3609045,-1.4542544,-0.38237166,-2.5240629,-2.9199646,1.2752997,-2.2779422
SK-MEL-28,-0.28442988,-0.57766837,0.5860432,1.7692635,-0.3975182,1.9715297,1.3733568,0.28880298,0.73724717,-1.8309664,-0.014005367,0.99097985,0.5557589,-2.5218337,0.84827125,-1.5197258,0.03185285,-0.32365066,-0.09549961,1.0208403,1.8568872,-0.5451889,-0.83157694,-0.86577654,0.9277681,-1.8030075,-1.8284632,0.6889888,2.4373286,-0.9941416,-0.34824884,1.9515032,0.2535503,-0.31471497,-0.9929404,-0.115193166,-0.0051760525,1.3594768,-0.711651,0.06360553,-1.2541342,-0.22186321,1.3330569,0.21203606,-0.35008755,-1.0602846,0.94149137,1.5679432,0.06097741,0.19079539,2.2488964,0.78685665,0.73781246,0.34852535,0.31287912,-0.79846525,0.92799234,1.3565104,1.1965095,-0.4474964,1.2471232,0.6224746,0.7574484,1.8143821,-0.1272379,-0.99942434,0.3553993
A101D,-1.0640222,0.7281584,-0.444479,-0.9656694,-1.2880056,-0.9605141,-0.5982446,-0.55442065,-0.5369681,0.77425957,0.2728455,-0.49530244,0.5485714,0.4076779,0.08983179,-0.08918288,-0.0340982,1.0998216,0.22072971,-0.58499086,-0.16096973,-0.41493815,-0.11863133,0.558968,0.2254157,1.2287517,0.16034098,-0.59242505,-1.0555587,-0.23877811,0.22869384,-0.7007252,-0.29116306,0.9287646,-0.6432917,0.5813819,-0.05048019,-1.259774,0.5284612,-0.0008412227,1.1421638,-0.48388046,-0.6886388,-0.31888193,0.12628677,0.5161144,-0.45444998,-0.33312762,-0.30907145,0.35209852,-0.28852737,-0.020485207,0.34307507,-0.98279065,-0.47572464,0.56934357,0.623967,-0.61107415,-0.43552762,0.18101269,-0.16378412,-0.19805361,-0.7085239,0.022631407,0.7413386,-0.43712163,0.3769659
CW-2,-0.6815071,0.8160435,-0.48054335,-0.97110605,-1.2881733,-0.8783814,-0.47407398,-0.5995453,-0.28437823,0.28743643,0.3241729,-0.26569098,0.6769948,0.4303422,-0.15074235,-0.103286885,-0.019302571,1.0886931,0.06730214,-0.7238343,-0.109865054,-0.38732907,-0.3238439,0.46631444,0.010854613,1.241148,0.37007946,-0.61695284,-1.0987476,-0.420561,0.19911769,-0.66802144,-0.33504337,0.89472216,-1.0487311,0.6970203,-0.037281655,-1.3068856,0.5656939,-0.008700799,1.3647678,-0.46274614,-0.76053125,-0.44696015,0.037528347,0.56872916,-0.7500135,-0.32087812,-0.29613957,0.039362065,0.52111953,-0.06349605,0.21929438,-0.8837453,-0.39663494,0.6221289,0.686947,-0.62338495,-0.11290939,0.09827873,-0.041026123,-0.17461026,-0.63539577,-0.14106348,0.71084315,0.04462956,0.3413708
CAL-27,-0.46252993,-0.9597428,0.52354455,-2.7169433,-0.14687863,-1.0391529,-2.81593,-1.0059663,-0.24957487,0.47025046,-0.14850739,-0.43658707,0.5397914,-0.21667558,-1.6804695,-0.49448964,-0.6019403,-0.13755336,2.0582368,-3.4812086,1.8084768,0.9133346,0.28500226,1.4528644,-1.853556,0.6656004,-1.5101359,-0.68310213,-2.836736,0.7662884,1.9697633,0.4629231,0.69002235,2.0063126,-0.72827184,-0.59104323,1.6648686,1.6088452,-1.4129145,0.4112401,-0.041504323,-1.9259157,-1.1993232,0.13518846,0.72654545,-1.3027354,-1.4208041,0.96950376,0.74285287,-2.4478304,-1.190633,0.959136,-1.5872443,-0.2697697,-2.06527,2.2966986,-0.6135355,-2.3395295,-0.28784132,-1.3641524,-1.2158499,0.42549405,-1.126935,-1.004791,0.89657646,-0.64532375,1.4251858
NCI-H2444,-2.4331105,0.23681599,0.7089241,-1.1036347,-0.47041607,-1.1060476,-1.2915426,-1.3076679,0.013711631,0.027372949,1.2066076,-1.1533072,-0.9483351,3.3730733,-1.8556463,1.127912,1.7255515,1.0614967,0.22659975,-1.4706923,-0.44493496,-0.7820848,0.35853115,0.94313425,-0.7936827,2.2895377,-0.29982957,0.1171804,-1.4300729,0.027321402,-0.075085625,-2.1729336,-0.2171725,2.2741995,0.9910404,-0.07570086,-0.60818386,0.5095501,2.4025755,0.6432599,1.0243268,-0.51782674,-1.3818375,2.5814514,-0.7307964,1.0608802,-1.368496,-0.26945212,-1.4894345,0.71621317,-1.05288,-0.19446439,0.15993392,0.8061041,-0.94706196,0.9646368,-0.09452081,-1.1842159,-1.3084272,0.59046733,-2.3695567,-0.49095386,-0.49386567,-1.7484244,0.48202628,1.1722698,0.108357675
SK-MM-2,1.5438367,0.47925577,-0.572842,-1.8394115,-0.84477806,-0.40109038,-1.1034102,0.41747284,-0.5093022,-1.0356644,0.2732002,-0.3909719,1.0624912,0.59119034,-0.014094427,0.46350533,0.01268408,-0.20698538,0.26521856,-0.32770222,-0.17683804,-0.10132744,0.9979287,0.63453,-0.4378853,0.38202205,-0.39200118,-0.5249586,-0.15857545,-0.11456315,2.4171069,-0.7216525,0.5060645,1.4196991,0.5285028,-0.28298274,0.34226918,-0.625522,-1.3348773,-0.8657978,-0.48920715,-0.5862042,-0.72927123,1.124645,0.54465896,-0.08538672,-0.9944867,-0.26563275,0.5345894,-0.49676046,-0.96346694,0.74965847,-0.10446426,0.5387241,0.6605501,-0.0931758,0.5491406,0.123633,-0.91802007,0.5797513,-2.6827276,-0.023715377,-0.2950632,-0.60322195,0.28006908,0.66420263,0.32462662
NCI-H1092,0.06504998,-1.39212,1.1651419,2.3965626,0.1879279,2.6482873,-0.3552086,0.90576804,2.1013026,-0.9531692,0.23479246,0.60296357,-0.8060188,-0.6875144,0.46101376,0.2639504,1.4032506,-0.22340493,0.77136815,0.52702516,0.6770601,-0.9777309,-0.103025824,-0.9117228,0.78727245,-2.689803,-0.053622663,1.4641908,2.1351917,-0.89016306,-0.37654203,0.67581236,0.5004535,1.0641401,1.1931546,-0.060467713,-0.8615229,1.2535462,-0.37631482,1.2021875,-2.194972,0.12824966,1.1128091,1.1541035,-1.6274151,0.27773303,3.2055316,2.4169655,0.71425056,1.2651057,0.04631412,-0.5246779,1.0965842,1.2713401,-0.4424144,-0.97558147,-0.26594418,0.86724836,0.9094524,-1.1077869,0.41146183,1.3248615,1.4851674,0.7140868,-2.9714837,-0.5917838,-2.1539958
COLO 783,-0.29831204,0.5815926,1.2058522,-0.29022488,-2.006288,-1.6528518,-0.6247746,0.18867283,-0.36934185,0.028706163,0.023365658,-0.8746136,-0.22007129,0.74387294,1.3497845,0.6963636,0.19097504,0.7289858,0.12912528,-0.52182794,-0.23647627,-0.67101485,-0.5174837,-0.2302781,0.7221366,1.2173011,0.45403758,-1.471817,-0.9065886,-0.5620374,0.08100765,-0.76997375,0.14050442,0.42119175,0.45935044,-0.54196906,-0.39127418,-1.1088129,0.58474797,-0.1269635,1.0105594,-0.044598088,-0.9939984,0.6072298,-0.25695226,0.37381062,-0.4719306,-0.2981484,-0.05084771,-0.89385164,0.82116205,-0.4415509,0.7304225,-0.25309205,0.12642537,0.7597684,-0.1696424,-1.0466352,0.073851615,0.96909547,-0.3943101,0.6322268,-0.52287775,0.022071451,0.87308204,-0.8569317,-0.1466966
SUP-T1,-1.0848,0.72540385,-0.009976812,-0.8022571,-1.3759739,-0.9877867,-0.622733,-0.37739143,0.06988107,0.6471107,-0.15338159,-0.56084275,0.70962274,0.4303829,-0.18113758,0.035256255,0.23153548,0.94013345,0.033511408,-0.15696986,-0.5198476,-0.3410862,-0.48119822,-0.03538543,-0.020025745,1.3758223,0.7212632,-0.6106033,-0.30750477,-0.43247724,0.36957532,-1.168604,-0.27924344,0.20633985,-0.48146832,0.59701705,-0.011558857,-1.1473391,0.9409349,-0.7732051,0.9806397,-0.28622323,-0.5724281,0.5521466,-0.42028767,1.0631967,-0.59116507,-0.34492064,-0.23535976,0.7344127,0.31846216,-0.0918343,0.3393286,-0.39262953,-0.29497796,0.5396946,0.6941881,-0.5648953,0.20198753,0.46548033,-0.4556318,-0.2581949,-0.44900253,-0.27837372,1.0295427,-0.43167964,-0.44415283
8-MG-BA,0.08878973,-0.504977,0.7717756,2.4775755,-0.115727745,1.6311315,0.48216772,1.0601842,1.0101783,0.6664659,-0.20416372,-0.5855134,0.66477865,-0.44953656,1.1094705,-1.4980787,-0.2690387,0.077011816,0.42242816,0.056614745,-0.44594723,-0.7587505,-0.05092655,-1.9283392,0.108823985,-0.2685656,0.46106014,-0.1379432,1.4106696,-0.4569887,-1.3337368,1.0614773,-1.3937309,-0.52640355,0.27401477,0.36831123,-0.044888034,-0.14376512,-0.7076725,0.8112386,-0.79053086,0.32854137,1.7688136,-0.8306898,-1.819004,0.82091045,2.0305197,0.39914012,1.0680635,1.1150714,1.2612165,0.17806323,0.40430903,0.9791017,-0.7995071,-0.9894756,-0.67150545,1.1212617,1.9778163,-0.6049133,1.4756551,0.7703771,0.6865713,0.6077799,-1.8455755,-1.1503342,-1.7111038
SNU-489,-1.0913368,0.95348716,-0.42089424,-0.8286232,-1.3014653,-0.83403456,-0.48463216,-0.50523525,-0.47125405,0.6242493,0.17184974,-0.11985448,0.61589324,0.34325528,0.19288446,-0.030524237,-0.0003027008,1.190069,0.21883096,-0.43069708,-0.44445527,-0.26843375,-0.27706572,0.27152035,-0.09454679,1.2457267,0.31886572,-0.7214517,-1.1119975,-0.22139052,0.22704336,-1.2120279,-0.37702656,0.7291257,-0.59359545,0.49032038,-0.13878112,-1.3334861,0.6726088,-0.27113646,1.218181,-0.51370734,-0.60708815,0.0732604,-0.2346946,1.0438992,-0.4967903,-0.22079405,-0.3331163,-0.024565846,0.38859445,-0.06804288,0.2869612,-0.83870554,-0.48595107,0.5059477,0.6617035,-0.51597315,-0.24603924,0.3544269,-0.072663516,-0.3502112,-0.5082108,-0.31720346,0.43578887,-0.3137503,0.14945363
BxPC-3,0.6322064,-0.0045962892,1.795519,1.3816861,-1.1303998,1.5916365,-2.4413233,-0.7144639,0.9243431,0.7777004,-0.53685856,-1.1003473,-0.802771,1.5408596,0.40185285,0.3722434,1.8649406,-0.25586262,-0.4532468,-2.2146518,-0.08820783,-3.611227,-1.1998225,0.7520337,0.21636574,0.7057995,1.4431174,-1.756848,-0.7725137,-0.76275074,-1.6214665,0.1480188,-0.53012544,0.36273766,3.1417317,0.069026455,-0.98439884,0.6064549,-0.20967023,2.4214303,-0.045204308,0.40093833,0.83587945,-0.3316635,1.2881628,-1.2951616,0.4835493,1.6983533,1.5908443,2.5596814,-1.663707,0.59379154,-1.1243299,-0.40123448,-1.3872151,-0.87162054,-2.2887402,0.6111945,0.38133997,-0.70641065,0.5277847,1.6132258,0.009809196,-0.28953433,-1.2170143,0.2833708,-1.4524419
M-07e,-0.64565855,0.42035037,-0.6002724,0.07183776,-1.0355746,-0.8384033,-0.8675781,-0.5059956,-0.18646207,1.2289,-0.07234759,-0.8006356,1.0451555,0.45054585,0.23181444,-0.37828478,-0.24347366,1.0438261,0.06304056,-0.6113611,-0.62093025,-0.6107609,-0.05243194,0.34678593,0.3211524,1.2234439,0.55495286,-0.9933296,-0.75102574,0.11886584,-0.21170583,-0.31083205,-0.76301104,0.4084939,0.06687999,0.678772,0.1432537,-1.4580259,-0.14081226,-0.07340276,0.61568457,-0.17010596,-0.31994984,-1.0625399,0.26883522,1.0376835,-0.48559588,-0.17068726,0.3819642,0.435017,0.22007775,-0.17267771,-0.086440474,-1.3446988,-0.24811491,0.52115387,0.25933355,-0.22438037,-0.23143962,0.019164514,0.68708926,-0.037977204,-0.41789797,-0.3996066,-0.21411717,-0.72436595,-0.65656006
Capan-2,0.70323837,-0.03910747,1.704317,1.8789288,0.8337873,0.9567812,1.133863,0.7820176,0.3288946,0.2826623,-1.1068357,-0.034219056,-1.3271646,-0.9808968,1.3378435,-0.31907022,0.17396396,-1.4486196,-0.8331654,0.88407063,0.52948457,0.13771601,-0.10098934,-2.0126326,0.8337092,-0.338746,-0.8380877,0.26101243,1.3502835,0.25250095,-1.380422,0.20374429,-1.2868047,-1.2846483,0.46561068,-1.327698,-0.3441739,1.443215,-0.8946065,1.0994256,0.025747744,0.044724528,0.8129395,0.378505,-0.016425222,-0.6973664,2.2096539,1.1225047,0.17754832,-0.35326904,1.1254574,-1.085985,-0.13444927,0.70272464,-0.07675728,-1.7372174,-1.3314224,-0.2979245,0.9881557,-0.3392747,1.6271796,1.2968029,1.3066331,0.9431825,0.29098105,-0.860668,-1.8772529
NCI-H146,1.0811521,-1.297629,1.8407778,3.181422,0.85357094,2.2106938,-0.06928783,0.34114593,0.7739037,-0.08762917,0.16335654,0.0810912,0.6817449,-0.99171036,1.0278449,0.16771632,-0.18835321,-1.8824388,0.43284857,-0.5357783,-0.020828247,-1.1588811,-1.5454626,-0.8634314,0.34097645,-2.6210318,0.9689227,-0.3063487,0.07173985,-1.2178819,-0.98833567,1.8555471,0.4496895,-0.3739399,0.13760273,1.3143443,-1.0318773,1.3862051,0.66286016,0.045982867,-0.19373141,0.14129904,1.4742761,-1.9095688,0.35709494,-1.0627514,0.9133955,2.1128914,0.1614328,1.529921,0.98758364,-0.43376032,-2.2431946,0.44711557,0.29216525,-1.2777357,-1.1351568,2.3408186,0.23325895,-1.6183883,1.6361067,1.2970253,0.9507344,-0.540117,-0.9988876,-0.74010736,-0.45646405
NCI-H1435,-2.885445,0.48729727,-0.043657355,0.18943524,-1.3227099,-0.6556449,-1.7945902,-1.1918447,-0.88883233,0.63547635,-0.20545518,0.9255579,0.30752134,-0.3041014,-0.19787344,0.8299786,1.0605851,0.66234094,-0.07591917,-1.3768048,0.5931178,0.84379643,-0.8378553,1.4344504,0.89125806,1.07512,-0.59610677,-0.4212195,-1.3869754,-0.13365416,-0.4957037,-1.4861286,-0.87626356,0.5326284,-2.5034173,1.2262092,-1.5375946,-0.76169217,2.1065931,0.41643262,2.240069,-1.4954376,-0.370546,0.64361614,-0.23619339,0.76517576,-0.20564187,0.5758933,0.3474178,1.450133,-1.0020657,-1.0609915,-0.36331797,-1.1408871,0.90356034,1.5563016,1.2510883,-0.5115585,-2.915553,0.3011158,0.33506587,-1.1141104,-0.759681,-0.78550935,1.6865606,-0.16429242,0.9381402
OCI-AML-3,1.1189516,-0.4735381,0.74579006,0.6579083,3.311568,2.1860476,2.7644718,3.3274798,1.2053676,2.3724349,0.5301543,-0.89160013,-1.032604,0.41960582,-0.7229749,1.9126223,-0.17214575,-2.6385171,-0.67702675,0.50695366,-3.4664474,2.3189464,1.2395256,-3.715423,-1.2210717,-1.1137271,2.4704838,0.69771904,0.36142585,0.48031974,-1.1348697,1.5239713,-1.0359393,-3.5568504,2.2580814,2.2185311,-0.4751296,0.55848706,2.0722046,1.3610438,-1.2041191,1.6432174,2.2156615,-0.9064615,-0.8595189,2.6700904,1.9410555,-0.53794056,0.9675668,0.66353685,0.690168,0.3641001,-0.7711262,3.2040763,-1.1717256,-2.3395052,-1.9908403,1.044579,1.2863629,-0.86668104,1.358202,-1.7177944,0.39173272,-3.191636,-2.7212992,1.715051,0.36180097
NCI-H841,-1.4507906,0.8560981,-0.5552899,-1.0210972,-1.3399147,-0.94267845,-0.56853294,-0.59251314,-0.50490534,0.8043878,0.26124087,-0.40774602,0.46251604,0.43540376,0.020288412,-0.019667007,-0.043989237,1.1230874,-0.086455226,-0.5292763,-0.18875527,-0.36494994,-0.5417237,0.4303267,-0.05685181,1.2930936,0.13100743,-0.62917805,-1.1376574,-0.4342705,0.35005423,-0.84838855,-0.34892592,0.6911306,-1.0248451,0.46179473,-0.065340444,-1.2301224,0.6555945,-0.08808242,1.223046,-0.49014696,-0.6858751,-0.1734339,0.18813404,1.2642065,-0.38832372,-0.32414013,-0.3464786,0.07109168,-0.04585086,-0.10052181,0.34026513,-0.95707923,-0.46586597,0.5326202,0.6304879,-0.5840053,-0.12439358,0.1958973,-0.11984514,-0.20574822,-0.1970551,0.06815289,0.23144728,-0.09901979,0.459603
NCI-H1436,1.53144,-0.9632995,-0.31319562,1.3428613,2.9002204,4.0268736,-2.2271154,-0.65237904,-1.0262206,1.9700198,-0.077619515,-0.86909723,2.1365266,2.5082762,-1.2716776,-2.6617384,-1.2612951,0.55270994,-2.0234451,-4.068695,-1.0870998,-2.4570346,-0.7886721,3.9700086,-2.8841932,2.2641957,0.8585386,-4.9524894,-3.8831882,1.6883509,-1.5129966,-0.9858557,0.060235545,1.2337387,5.1851254,3.0898294,0.14364278,-0.6471138,0.29584157,3.1448958,-3.7217164,-2.6934936,1.8883401,-3.1704504,-1.8495398,-2.1144235,1.487264,2.247984,3.055191,2.355682,-3.6927745,-0.10115087,-3.5673454,-0.17775589,-2.6991134,2.6953697,-1.520028,2.8950763,0.05550766,-2.5776486,-0.08437416,0.59309554,-0.46534204,-2.7310498,-4.7910285,2.1314409,1.9105772
Caov-3,-1.2935097,0.48557746,0.83588356,-0.6931294,-2.537047,-0.6806512,-2.00012,0.02629748,-1.1657045,-0.107503116,-0.34698862,-1.5199469,1.4724088,0.6696636,-1.4047807,-1.0652835,0.21493746,-0.14156131,2.3860664,-1.1430231,0.17466609,-0.59451723,-0.21533027,0.13069025,-0.5533862,1.6819484,-0.80943185,0.21034423,-0.44859153,-1.3082235,0.60519755,-0.31504792,-0.6385923,0.69476134,-0.31618345,0.26327217,0.5904425,-1.8800693,0.89828044,-0.8437398,0.82119066,-0.080595054,0.28236762,1.0667182,0.2301494,1.5937117,-1.4200901,-0.96513927,-0.2319354,0.32514477,0.048524722,0.66617435,0.5106613,-0.4377757,-0.25415933,1.4306884,0.13534003,-0.27545172,0.80812174,0.97456163,-1.1715741,0.1671303,-0.2386178,0.3280989,1.5917826,-0.75364774,0.5636413
SNU-410,0.9807785,0.43988752,3.0387435,0.9224638,0.8801698,0.55588233,0.3538972,2.1361637,-0.9134859,-1.6187471,0.6607428,-0.6188146,-2.1895761,0.07393184,0.06334001,1.3995415,-0.7202148,-1.6926417,0.47745684,1.2684869,-2.0985847,1.2314847,1.3922045,-1.034148,-0.8087968,-0.9537031,-1.0419078,0.38920516,-0.52848357,1.2703398,-0.3179919,-2.2373238,2.0151,0.2415418,3.1763825,-0.55913997,0.047305584,0.37064734,0.09486973,1.2453576,-2.6405702,0.80099756,0.940351,1.8573335,-1.2692615,0.3281251,-0.12825131,-0.5193798,-0.062257282,-0.918993,0.67050916,-1.485276,0.049411777,3.0909238,0.20625848,0.98095524,-0.8946789,-0.9449926,0.7231331,0.8692838,-2.5069027,0.18015638,-0.3004143,-0.21749319,-1.013684,2.2560623,0.47985527
T84,0.7373988,-0.27850872,2.0832038,1.2504581,-0.09005318,0.50053763,0.48704645,1.6610845,-1.480968,-0.2406132,-0.6879885,1.4968754,-2.2439485,-1.0862805,2.5884142,0.68228877,0.5822755,-1.3513278,-0.7732441,-1.1634192,1.2323103,0.8775824,-0.29626718,-0.79822576,1.8176771,-0.7572851,-0.17471136,-2.3716605,-0.30224672,-0.33383164,-0.40850466,0.6739198,0.36001492,-0.3437344,1.9229623,-0.4123447,-1.2390354,1.1950136,-1.7215322,0.24367121,-1.4450463,0.08429748,-0.71414834,0.932399,-0.97548616,-0.9890829,0.022913348,2.4780202,1.0497575,-1.7698523,-0.05704303,-0.51094246,-1.6367029,0.12479972,0.576527,-0.76709265,-2.4643664,1.3181024,-0.10365448,-0.14087501,-0.6628195,0.014479339,-0.40017927,0.08207327,0.033633396,0.0047531454,0.26397634
OCI-Ly3,-1.1114916,0.73569214,-0.45411646,-1.0225194,-1.2830682,-0.9263083,-0.5830804,-0.554586,-0.39934757,0.08851826,0.2560042,-0.40528733,0.5805161,0.44910726,0.08383722,-0.08063746,0.0033607827,1.0570592,0.3301564,-0.6679525,0.05591835,-0.40982586,-0.5993486,0.4629456,0.010037074,1.2723378,0.3059614,-0.57727706,-1.149211,-0.28360704,0.35783678,-0.8528132,-0.3400298,0.82695055,-0.7336797,0.3125174,-0.08447578,-1.1779858,0.59897804,-0.051564284,1.1609247,-0.63309515,-0.8027193,-0.44991267,-0.02270104,0.6044603,-0.41796714,-0.32463452,-0.33981243,0.0605167,0.12200362,-0.088553175,0.36464474,-0.91099006,-0.44457525,0.60553056,0.62717026,-0.6181845,-0.32418343,0.16447595,-0.08487521,-0.17105332,-0.33918953,0.037554108,0.89921963,0.21930538,0.35605642
KMS-34,0.6092167,-1.981086,1.2257011,-0.62612176,-0.71356714,-1.4881568,0.0102600455,0.33366895,0.14527515,0.28625318,0.75637394,-1.309241,-0.26327726,1.5710305,1.8258846,1.8884887,0.4094625,-0.2622465,-1.6193143,0.025602942,0.52240884,-2.4606957,-1.067134,-0.81906986,3.5735462,0.76508963,1.1870532,-1.3829737,0.3699374,-1.172045,-0.11049465,0.4686717,1.3918165,-0.3567816,0.099527426,-1.8138016,-0.28182724,-0.33898804,0.61638415,-0.36517447,2.1373465,1.4078345,-0.9606205,0.7000985,1.251676,-0.3743667,-0.62078696,-1.4542943,-0.24638797,-0.6060098,1.6619201,-0.9636396,-0.014949709,-0.46822414,1.4677651,0.38880226,-1.0152053,0.39872125,-0.43674183,0.020808153,0.05303523,0.8180836,0.6632232,-0.124767706,1.9079635,1.091915,0.80355996
Panc 03.27,0.15285307,-0.64627504,0.77014124,1.2297812,0.23389846,1.31594,1.1382674,0.5283298,0.38643804,-1.360173,-0.21402493,0.5927594,-1.027734,-1.5700878,1.2099246,-1.3956773,0.5416351,-0.66315794,-0.05948639,1.0673085,1.9856813,-0.19391222,0.13074115,-0.87727475,1.1459098,-1.2563536,-1.7480506,0.92963684,2.9776173,-0.12732308,-0.8464614,0.6351074,-0.405118,-0.41549492,-0.054545157,-1.7591265,0.2541825,2.093873,-1.3789303,0.94837594,-0.9735788,-0.12445296,0.733179,1.1193117,-0.49458954,-1.7536418,2.1635468,1.0770347,-0.048342668,-0.3650143,0.6954037,-0.13590275,1.9912556,0.60736847,0.4137932,-1.1012434,-0.05463061,-0.017476404,0.41441444,-0.25955227,1.0507904,1.3005285,1.6446313,2.2476735,0.16440614,-0.4948944,-1.2542653
OS-RC-2,-1.156897,0.69427174,-0.614997,-0.9671402,-1.3126912,-1.0178155,-0.65989625,-0.5207473,-0.45348868,0.710727,0.29713473,-0.5715251,0.50651854,0.3981149,0.12751192,-0.073714666,-0.024871977,1.0929786,0.37543583,-0.65914345,-0.12351145,-0.37797314,-0.15200016,0.43593186,-0.035492778,1.2253867,0.4528423,-0.6040775,-1.1219355,-0.43754727,0.2277523,-0.49339196,-0.3174409,0.70988774,-0.52041316,0.5173701,-0.1626508,-1.1571186,0.6323894,-0.1499334,1.0756873,-0.6138539,-0.67933196,-0.48621026,-0.33270866,0.6941365,-0.28242344,-0.31430185,-0.36228734,-0.13038409,0.14047113,-0.095395066,0.37645027,-1.009555,-0.39656156,0.592614,0.6804536,-0.5501521,-0.2496641,0.18154338,-0.0488472,-0.1413855,-0.49583974,-0.29890025,0.5197801,-0.18347333,0.30039263
IMR-32,-0.45272204,-1.9080029,-0.83533,0.50119203,-0.63269377,-0.21627088,-0.020265672,-1.7349823,-1.0648738,-1.10724,-1.9019748,0.3576553,1.3279465,0.4368693,-0.2295593,0.20078781,-0.7571956,0.6548233,-1.6413777,0.9145237,-1.1851058,0.9111017,-0.2354565,1.6590673,2.4729996,-0.1206035,0.30410263,-0.468533,1.1143574,-0.62681293,-0.07905969,0.23144034,0.067044824,0.13048628,-2.1336682,0.108784705,-0.27355444,-2.320871,0.96084213,-1.9228075,1.0729579,0.49862462,0.5171835,-0.69781214,-1.517191,0.34657842,-1.2324241,-1.6018739,1.1214588,1.1652706,0.76553744,-0.013074189,-0.3381842,-1.6210271,2.2803636,2.1006367,1.6311355,1.4248483,-0.6566105,1.1869957,-0.8924049,-1.4239002,-0.10945907,1.3080126,-0.19894351,-1.0131772,-0.4071589
NCI-H1666,2.4772363,0.39010483,-1.0310473,1.0951706,2.3426507,1.7175939,1.1515875,-0.9804719,-1.670046,-0.6409836,0.6782851,2.2326722,-1.2580745,-0.74998945,-0.46772042,0.2080332,-0.93233943,-2.5247521,-0.7311786,1.6420083,0.3947685,2.5357955,-0.89484864,1.0479053,-1.3534108,-2.9808884,0.07412286,2.230241,-1.4263284,0.83268565,-0.78430724,0.31853738,0.5453381,-0.9848646,-0.8941897,-0.5567339,-0.46890327,1.3573319,-0.71063185,1.4043319,-1.0645751,1.5819355,0.76769894,-0.3597983,0.9148524,-1.5249914,0.6545084,-0.8619808,-0.5957562,1.2489926,-3.2270522,1.0292647,-1.4362483,-0.47996688,0.67871875,-1.5333835,-0.40984833,1.4149097,-1.1565673,0.54823613,-0.44464886,-0.99863964,-1.2383847,1.8151696,-1.235823,1.3037598,1.1894577
Hs 172.T,-1.0433011,0.5800606,-0.68397087,-1.059752,-1.3581197,-0.87722427,-0.6483864,-0.595654,-0.5416443,0.73742074,0.33728963,-0.1901354,0.6292167,0.3821061,0.1977047,-0.030578092,0.013625297,1.1374819,0.10948683,-0.64865464,-0.1165825,-0.3397193,-0.28422922,0.47378322,-0.06431094,1.2609161,0.41345733,-0.5713213,-1.1257949,-0.25978002,0.32639974,-0.81169873,-0.3258083,0.89150894,-0.39090216,0.59589577,-0.062105063,-1.4084202,0.60610884,-0.13766494,1.361043,-0.38042545,-0.79152846,0.3280317,0.006017402,0.70916563,-0.5435996,-0.3088893,-0.32018882,0.11961393,-0.293207,0.16115856,0.23679301,-0.9246426,-0.5123325,0.5975369,0.68434674,-0.68666416,-0.42974487,0.15152895,-0.10266258,-0.19787422,-0.48361427,-0.68710864,0.5401437,-0.23854168,0.30407608
